,u1,u2,u3,u4,u5,u6,l1,l2,l3,l4,l5,l6
0,0.2698956955926768,0.29650096847143703,0.21441492120355315,0.17306580852845402,0.30597565414100847,0.28311198371628316,-0.13711639608403783,-0.12243193279932307,-0.0033699761070645363,0.016807334533490356,-0.014833422455439834,0.025499126684859326
1,0.2303960385844324,0.3455379425312165,0.2269138584990708,0.41659648925151427,0.30646233066737627,0.1892400468202664,-0.17305844928591746,-0.02328221866981084,-0.0807400621270997,-0.06091324013702296,-0.09938863468957494,0.01406789039129692
2,0.2952690238504227,0.24750521596828545,0.1905720430580762,0.20975221910109831,0.33621279382695296,0.22653392046015175,-0.12052569306508659,-0.06322935785000483,-0.0486388561127042,-0.06318556759412419,-0.07379092202711784,0.07678069113178336
3,0.3405074322893029,0.3537499822941264,0.1989761968759463,0.24701700440315533,0.23726082405935475,0.12909859944051066,-0.18796837015603496,-0.13156795864554716,-0.14554800517057614,-0.12659490054633057,-0.05559764449194688,0.08603737935505663
4,0.1813858581402821,0.24984702458216562,0.1977849636557394,0.28500864862061964,0.22818818442921274,0.29968165755641724,-0.13632712217237822,-0.13822468513411862,-0.00940150547556405,-0.07817749128317995,0.03744813063628033,0.03523774659862045
5,0.2098715480020019,0.3101127333396108,0.19478157344215624,0.2608648807613055,0.32381978101363185,0.18286426902962805,-0.11315277684533132,-0.1020817806476188,-0.13844240447158762,-0.09928979009386553,0.04410535666055316,0.03724588237860308
6,0.29152624369435254,0.224981996546469,0.445519135161444,0.37303326996595937,0.17032458496639008,0.2146802791557411,-0.1561196110144967,-0.046435146507857586,-0.05619391392805098,-0.11591161974961615,-0.09454606703593568,0.04002549634526347
7,0.3343631899162082,0.327727650065627,0.17326177780882218,0.3760142844685027,0.3314368909903506,0.19559047565810245,-0.11597599562774522,-0.07872125458067228,-0.04340166492512712,-0.0373643483480304,-0.008620745833939208,-0.04477282334029507
8,0.2400074055928102,0.2146702761458948,0.2154163176707888,0.3223114421819043,0.22121204615910278,0.17556489409854717,-0.11806479176862347,-0.17833122483262992,0.012407553059445454,-0.1208918234014294,0.007899160388833986,0.08412975848266872
9,0.2963812084776715,0.1888324451883453,0.27388823555224506,0.3536189374681908,0.28003163601672093,0.12284528675037057,-0.14608822910554967,-0.07347857704460449,-0.13419342687638175,-0.00866684503437622,0.04751971667859363,-0.02493967617375005
10,0.23581722640266284,0.20029427768133817,0.41653865353809144,0.3972038495545404,0.3198495544846821,0.21832552695897856,-0.16226139108217885,-0.10292938106413319,-0.11976231987382333,-0.07724708154025624,-0.025357365420438416,0.09499142015765158
11,0.25267894810223446,0.3186107472485863,0.18145460440662436,0.39833826887111423,0.25000751546667077,0.16103918460878786,-0.14874900136811403,-0.15156693426547532,0.002001202482374687,0.012754417158796192,-0.059566964104156066,-0.0007950552458404266
12,0.22929709742141263,0.3501780935466509,0.40556907344619825,0.24098646589573403,0.3370750750738241,0.14420503610798874,-0.19389513677812809,-0.07052655382209926,-0.04551055897266737,-0.07806199161438548,-0.0771582648242237,-0.027656210884008842
13,0.32450204477639144,0.4149372687877487,0.3106172831252557,0.3710938272990478,0.17572256370113115,0.13006801756277347,-0.19687656673268925,-0.016048996451808052,-0.10747738879013786,-0.03263436698736278,-0.09050662742813032,0.06757219815593674
14,0.32102671421064244,0.3653035565888183,0.2192339103106522,0.17800792459044712,0.21238698217137117,0.15978746265731922,-0.11036909149670107,-0.08597403197562306,0.00853496910080115,-0.11701467796380019,-0.02193904474243735,0.07298504675380689
15,0.3128677324224768,0.16729389379043436,0.18161734191376486,0.40334541520016043,0.3178969456501213,0.10778273912001642,-0.12068788871114661,-0.02028119122018285,-0.14136869267377583,0.0004870716617624084,0.010825714250655954,0.04384638544908443
16,0.1888749316180647,0.2750572131619675,0.27101345139647226,0.3658436857166978,0.22667110318313693,0.10286494549205709,-0.11875520907275039,-0.02525586162036124,-0.11536500981034915,-0.016063716930628153,-0.03367001437891792,0.003622367312262556
17,0.15598283230591817,0.3955808601942039,0.44880990007533855,0.36507423916578324,0.23800065901696169,0.23795827039620687,-0.17786740647306237,-0.10517194296428449,-0.07022823758457006,-0.022544568994074136,-0.07129402968260884,-0.03530876373142595
18,0.27572435217075836,0.16199683461154002,0.1727372069125728,0.21460581252987698,0.31565373809039765,0.27358149709238744,-0.18217014030501288,-0.03241416237673363,-0.012108135420200268,-0.06931951062834985,-0.007777491045156271,0.001082011479619728
19,0.1549167741001606,0.3742704294279533,0.3456756374534023,0.3277088353425208,0.31557833170497346,0.28471932225806035,-0.11181865955388677,-0.1469016702532229,-0.07970843118976895,-0.015915655979132644,-0.08547819130978507,-0.014281066736669614
20,0.1737667338332188,0.3787013934204553,0.3284715460304735,0.2602068837693569,0.31251300032240126,0.21710056239196135,-0.10204425686696302,-0.19115034232659486,-0.030766849968255447,-0.13815884702854803,-0.0906213676518513,0.07308858664805103
21,0.22836248923261898,0.26558886752170296,0.15712776807383194,0.32984470487376943,0.2660112854240834,0.19416022940171718,-0.12205790303149236,-0.11284821498088791,-0.08299968434303599,-0.05407271106048203,-0.0548858475575337,-0.007645892592908682
22,0.27860408148514426,0.22760729596217483,0.3586558295487281,0.4263705335423919,0.20044001956153232,0.1912457307485443,-0.1671710362544039,-0.01742048098537382,-0.1075197470677769,-0.03056663580408869,-0.08007550669149756,0.09825706045615783
23,0.2082656335467889,0.3403897885511421,0.17602908099775122,0.27101747328161807,0.20110735726872864,0.13980021611792656,-0.12717116793127645,-0.0789566166480273,-0.1476837192324279,-0.034701651447459486,0.0012247462349850714,-0.02496174096874122
24,0.2799836541834883,0.3135642636378758,0.3072271518258402,0.22194146278844915,0.17097237766224951,0.21790895394720217,-0.12753963181091132,-0.10118279792585282,-0.014211700246992812,-0.06898130372685962,-0.05983542275120634,0.04939710627662558
25,0.2709899491325718,0.21002085766528766,0.2649000156143577,0.3523561166913559,0.3498146673226978,0.20189266165958286,-0.16260649040457584,-0.13180459012623488,-0.09879229157392774,-0.08076608889098205,-0.06852417488231162,0.018184530972506274
26,0.2595558247861599,0.20887967370103094,0.2960411578504305,0.23845913999516988,0.34812497513097035,0.15558955626693274,-0.12842754409171334,-0.15674124830663358,-0.067762260895623,-0.12167248575432994,-0.06330895399261931,-0.005153985412058649
27,0.1598357747885256,0.29333403378017897,0.3963924027492428,0.1536983779635477,0.15225713334919191,0.2241856551188523,-0.10557893543138508,-0.06829307138279259,-0.033167443986387296,-0.06121256814308504,0.044288169277663575,0.042157693669945505
28,0.2247540522343239,0.2576454943399593,0.15844995914737053,0.36406775019098464,0.22916084400717326,0.1884725643961117,-0.1943603803358669,-0.15835864239680852,-0.07895776539461984,-0.05665767164996601,-0.03916896523599993,0.09381116439122143
29,0.21410007786896598,0.2560652769045131,0.1811839336319732,0.22133847337844567,0.27836755874806945,0.23104624552103123,-0.17289756250720698,-0.12474013360518711,-0.01301050664985771,-0.1092597601916403,-0.029664745308558456,-0.008406145131069383
30,0.3051982338390923,0.25170398826783436,0.25054197589316707,0.2589534442182856,0.28978761310337264,0.15697050503004878,-0.18305034347209734,-0.11234574013915305,-0.031393157942188325,0.0007040620147688865,-0.052288862285722285,-0.021896537535107036
31,0.275083290488664,0.24494043849795819,0.16402592649645237,0.24815205305239055,0.3360400353925497,0.10194676572882792,-0.17752751890245633,-0.050110390680819544,-0.06866923748000132,-0.07594897541143598,-0.06651045441136283,0.0447252187825302
32,0.2100411826000306,0.29260514312989155,0.32995405554552054,0.16748206430687693,0.1852341798955137,0.22123745360003838,-0.14212205707725356,-0.05306016370903104,-0.10432439176475955,-0.14884284430648845,-0.08000533168189272,0.08486820096598996
33,0.2703848093410801,0.2595213849917205,0.2764903861384674,0.2514656423946961,0.17699711931743745,0.1332715045773881,-0.16323587008952628,-0.17336832615117823,-0.1158768315282353,-0.05488346451053437,-0.09222277424056423,0.009093804795338906
34,0.34445052694829303,0.213882030039581,0.33385295283989574,0.2667409602279233,0.1500081438436272,0.19573548913882408,-0.18482418342878665,-0.1423652336783275,-0.024434027703096522,-0.003930185424795507,-0.006652143243607184,0.06261004036832479
35,0.20621352157718953,0.39334476825911463,0.16629558652793291,0.3218281603901222,0.23471224613497138,0.18166381232911513,-0.18061840084265224,-0.17805344121952182,-0.031014491521405722,-0.12261429127954523,0.019959157904634234,0.0012254526371838683
36,0.3428521594604249,0.24710354245595056,0.3124621445701094,0.36734238059777213,0.21796631726949128,0.2836834716228986,-0.16843442481959564,-0.19697510017662728,-0.01736621954285927,-0.04364857297478035,-0.08245903910061403,-0.017240793801843464
37,0.2701626193437522,0.34254530301721337,0.3752942585105298,0.20921440394592222,0.236143170455878,0.18231379443338674,-0.17828255106471677,-0.16908589153502782,-0.07504479704659545,0.012462225738715136,-0.04894056748096404,0.04577055985354675
38,0.2053254958415834,0.4243238820174769,0.319388683205721,0.2786687901304408,0.29039632873974297,0.11671186154138047,-0.15774870743858388,-0.059930381618933756,-0.04394761934380457,-0.13282608574230237,-0.05250069850826845,0.07485700005784869
39,0.33485913073829443,0.20621036618816413,0.29798913216006684,0.1518689221868581,0.2715806799323617,0.2581530942578653,-0.1957202713280799,-0.06964581259895711,-0.09512261904369669,-0.035957944964810064,-0.077040034644152,0.089427880121179
40,0.25586096982841955,0.3061480730482192,0.15191993163234516,0.297742576105673,0.17176771648157474,0.24437647856358458,-0.1702863891289968,-0.03293255131501902,-0.043678085461654664,-0.09524396221175765,-0.04463093704065875,0.04446540936998128
41,0.2482608614243091,0.23362866464635287,0.30350729677888033,0.3008663929433035,0.3287206600346178,0.20578403119564853,-0.11915564045940802,-0.051866159589244384,-0.010946707421052354,0.012641040550615929,-0.0032702553775006814,-0.021024767941594306
42,0.3461550614595398,0.27310673287131365,0.40244043966766524,0.3636715480220599,0.2930121343242832,0.26839890450518,-0.16787307438053206,-0.18563998761511047,-0.03516546980651433,-0.09960344712225555,0.033244256512153805,0.0349112557213327
43,0.26513714986883563,0.2659308200194754,0.4255614347016435,0.4303218264768446,0.2613813992658221,0.25097539892314724,-0.17633255553931187,-0.12765324388957672,-0.12215229262320818,0.013487089921871163,-0.029285007628034248,-0.0054091091069593065
44,0.16551321170154543,0.43125935919769665,0.3275747072924692,0.2226006329813987,0.2623336664347481,0.15111993150841976,-0.13440974689170743,-0.1338731474650088,-0.05794733570341,-0.013394471562984185,-0.042548332295587785,0.004859848210733176
45,0.22746676230778284,0.18138406956478792,0.4465226278560435,0.23968731359783368,0.21641172917383958,0.11178274550160312,-0.148184924386805,-0.04522864488876384,-0.07634141448308042,-0.14874720956535892,0.04035726514909487,0.03975312966606179
46,0.21773182233884125,0.2032685033760574,0.42768207739150366,0.3691886659780125,0.1657575332194559,0.1083468228122007,-0.1563744451442678,-0.0007453637089058715,-0.05590883017918345,-0.11000990606350367,0.01679051877857752,0.07411066236435815
47,0.32899563916157315,0.18789539078256332,0.173091530297815,0.4473366166259595,0.32287562840076,0.2678212858685176,-0.14258030067328642,-0.0861923200095855,-0.07577101181195446,-0.08502435567756805,0.02413062288502406,0.07637412495857568
48,0.21070274776846698,0.1725851082921916,0.19569158792213628,0.2349714310546176,0.29865675015092236,0.12253960207181075,-0.185793266208911,-0.009068295713727064,-0.04189528302026641,-0.09028590952215804,-0.07794557246422289,-0.027616662499146793
49,0.3485987174410134,0.20235997763470914,0.24809798188238935,0.2387719121800329,0.2703546046978212,0.16458567937864496,-0.13168974333270728,-0.04221689449117511,-0.1112834200548562,-0.05041273292765585,-0.09695816691041821,0.020083458859525748
50,0.2392210340717448,0.42770555691893786,0.17719030773477842,0.15263301369684795,0.21738772250059324,0.16968667887303784,-0.12942192704870487,-0.14498225843429038,-0.14245250076870836,-0.06567305415463855,-0.06039131348998426,-0.037984507928421576
51,0.3234430067357836,0.2823088858492402,0.3907575100262416,0.17532566724044907,0.1561947927454112,0.2747792242689063,-0.12861014224152909,-0.03352850193361389,-0.047679769259729075,-0.1076987227747143,-0.013212191612586181,0.09208612067104205
52,0.21889349529930793,0.15206669097015318,0.430295354607043,0.333508000217997,0.1719177959241927,0.18208100828512216,-0.12593729561957862,-0.19071299070124448,-0.10218099549596935,-0.07993398284586876,-0.08989241337377338,0.08123290773233324
53,0.30917238621400395,0.3288424380092807,0.20644696726086084,0.15294295263619223,0.2919433471955434,0.12832341708691508,-0.16685259675910102,-0.030498098834086773,-0.003761833595877043,-0.0013788656410584246,-0.09587417853586339,0.06462649657508261
54,0.2825084105408354,0.2644466370349235,0.3935981490597352,0.2769675809465815,0.3439981464076394,0.22261814543380007,-0.12087254953104222,-0.06860133059222397,-0.03385443619269495,0.015693651722694636,-0.08310599341418497,0.059482316348972664
55,0.29397028497997185,0.31602452742325415,0.19739711628154258,0.22571927290942284,0.2652301146036483,0.2852724794298264,-0.18740915378074885,-0.14985998430687847,-0.11358170882605763,-0.1094953692438799,-0.012469254789278713,0.056654001128510656
56,0.31648093177764725,0.27803983396571635,0.4440347844371645,0.18437603381487594,0.21432451636936495,0.10436891557934606,-0.1309909615375729,-0.10522768801831456,-0.1428863140327419,-0.04989760431974997,-0.06624106852179962,-0.037840677736760434
57,0.3450214582897363,0.3756326901302,0.1617220898380272,0.21489289199686284,0.31144562348747573,0.2216104585863064,-0.10309386518945997,-0.1845517807895776,0.016409979471838303,-0.0316513732474576,-0.08126496250786068,0.06503454266411536
